You might want to sit down. This is going to take a while.;ken la sina wile kama jo e supa tawa awen sina. ijo ni li kepeken tenpo suli.
The apple does not fall far from the tree.;kili li kama anpa lon poka pi kasi suli.
They lost the battle.;ona mute li pini ike e utala.
We'll win.;mi mute li kama jo e pini pona.
Just as I went to go out, it began to rain.;mi tawa tan tomo, la telo li kama anpa.
We have little chance of winning.;mi ken lili kama jo e pini pona.
Somebody's made a mistake.;jan li pakala.
Oh my God, I so hate this movie!;sewi o, sitelen tawa ni li ike mute a!
Shit happens.;pakala li kama.
It's going to rain soon. Look at those black clouds.;tenpo lili li pini la telo li kama. o lukin e kon telo pimeja ni.
Why don't you hug me?;tan seme la sina sike ala e mi kepeken luka tu sina?
Tom is in really good health.;jan Ton li jo e sijelo pona kin.
Tom is in really good health.;sijelo pi jan Ton li pona kin.
It's in the fridge.;ona li lon poki lete.
Darkness is the absence of light.;pimeja li weka suno.
I know his address, but it's a secret.;mi sona e tomo ona. taso mi ken ala toki.
Everything is bad.;ali li ike.
I have one brother.;mi jo e mije sama wan.
My sister is pretty.;meli sama mi li pona lukin.
I have three brothers.;mi jo e mije sama tu wan.
Tom is a soldier.;jan Ton li jan utala.
Everything is possible.;ali li ken.
She got mad.;ona li kama nasa.
Are Tom and John brothers?;jan Ton en jan Son li mije sama anu seme?
Romulus and Remus were brothers.;jan Lomulo en jan Lemo li mije sama.
My sister is a famous singer.;meli sama mi li jan suli pi kalama musi.
Go, please, to the house of your brother Amnon.;o tawa tomo pi mije sama sina. ona li jan Anon.
The boy has a bat under his arm.;jan lili li jo e palisa lon luka ona.
I have brothers.;mi jo e mije sama mute.
Are you brothers?;sina mute li mije sama anu seme?
Both brothers are musicians.;mije sama tu li jan pi kalama musi.
You have two brothers.;sina jo e mije sama tu.
My brother swims well.;mije sama mi li tawa pona lon telo.
My brother likes music.;kalama musi li pona tawa mije sama mi.
Brothers should not quarrel.;jan sama o toki utala ala.
My brother is healthy.;mije sama mi li jo e sijelo pona.
My brother watches television.;mije sama mi li lukin e ilo pi sitelen tawa.
She has no brothers.;meli ni li jo ala e jan sama.
They are my brothers.;ona mute li jan sama mi.
This is my brother.;ni li mije sama mi.
Ali is my brother.;jan Ali li mije sama mi.
The two brothers died.;mije sama tu li moli.
The two brothers died.;jan sama tu li moli.
Welcome home, little brother!;mije lili sama o kama pona tawa tomo!
My brother plays guitar.;mije sama mi li kalama e ilo kalama linja.
Where is your brother?;mije sama sina li lon seme?
My brother is ambidextrous.;mije sama mi li ken sitelen kepeken luka tu ona.
My brother is rich.;mije sama mi li jo e mani mute.
Where's my brother?;mije sama mi li lon seme?
How's your brother?;mije sama sina li pilin seme?
We're like brothers.;mi mute li sama jan sama.
Stop hitting your brother.;o pini e ni: sina utala e mije sama sina.
My brother is stupid.;lawa wawa pi mije sama mi li lili.
My brother is stupid.;mije sama mi li jan pi lawa wawa lili.
I'm your brother.;mi mije sama sina.
My brother hates me.;mije sama mi li olin ala e mi.
All men are brothers.;jan ali li jan sama.
Brothers should not quarrel.;jan sama mute o utala toki ala.
I encourage my brother.;mi wawa e mije sama mi.
Tom is my brother.;jan Ton li mije sama mi.
Tom is your brother.;jan Ton li mije sama sina.
Dear brothers and sisters!;jan sama mi olin o!
I knew your brother.;mi sona e mije sama sina.
Both brothers were there.;mije sama tu li lon ni.
Who is your brother?;mije sama sina li seme?
My brother just went.;tenpo lili pini la mije sama mi li weka.
Your brother needs help.;mije sama sina li wile e pona.
Go help your brother!;o tawa, o pana e pona tawa mije sama sina!
My brother has died.;mije sama mi li moli.
My brothers protect me.;jan sama mi li awen e mi.
My brother lives there.;mije sama mi li awen lon ni.
Bring your brother with you.;o kama, o jo poka sina e mije sama sina.
Both brothers are still alive.;mije sama tu li lon kin.
He looks like your brother.;mije ni li sama mije sama sina.
That boy is his brother.;mije lili ni li jan sama pi mije ni.
Do you know his brother?;sina sona ala sona e mije sama pi mije ni?
Do you know his brother?;sina sona e mije sama pi mije ni anu seme?
Do you have any brothers?;sina jo ala jo e jan sama mute?
Do you have any brothers?;sina jo e jan sama mute anu seme?
I have an older brother.;mi jo e mije sama suli. mi lili.
Do you know she's in the church?;ona li lon tomo pi jan sewi. sina sona ala sona e ni?
I wanted to pay.;mi wile pana e mani.
Two families live in the same house.;kulupu mama tu li lon tomo wan.
Tom bought a ticket and went in.;jan Ton li kama jo e lipu li tawa insa.
May I switch on the light?;mi ken ala ken open e suno?
They want to talk.;ona mute li wile toki.
Tom's prints were on the gun.;sitelen luka pi jan Ton li lon ilo utala.
Don't expect me if it's raining.;telo sewi li kama anpa la o awen ala tan mi.
There's something wrong with the printer.;ilo sitelen li pakala.
Did you tell Tom we were coming?;sina toki ala toki e ni tawa jan Ton: mi mute li kama?
We needed this win.;mi mute li wile e pini pona ni.
We can open the windows.;mi mute li ken open e lupa.
How much did Tom pay you?;jan Ton li pana e mani pi mute seme tawa sina?
You're not helping me.;sina pana ala e pona tawa mi.
How tall is your brother?;suli pi mije sama sina li seme?
I'd like to hear from Tom.;mi wile kute tan jan Ton.
I want to tell you about Tom.;mi wile toki e ijo pi jan Ton tawa sina.
My brother is very tall.;mije sama mi li suli mute.
Did you sleep in here?;sina lape ala lape lon tomo ni?
My brother likes horror movies.;sitelen tawa akesi li pona tawa jan sama mi.
My brother must be sick.;mi toki e ni: sijelo pi mije sama mi li ike.
My brother uses this bike.;mije sama mi li kepeken ilo tawa pi sike tu ni.
My brother plays the guitar.;mije sama mi li kalama e ilo kalama linja.
My brother became a cook.;mije sama mi li kama jan seli.
My brother became a cook.;mije sama mi li kama jan pi pali moku.
My brother is an engineer.;mije sama mi li jan lawa pi pali ale.
My brother became an engineer.;mije sama mi li kama jan lawa pi pali ale.
My brother lives in Tokyo.;mije sama mi li awen lon ma tomo Tokijo.
My brother is not busy.;tenpo ni la mije sama mi li pali ala.
My brother speaks very fast.;mije sama mi li toki e nimi mute lon tenpo lili.
My brother doesn't swim.;mije sama mi li tawa ala lon telo.
Shinko's brother is eight.;tenpo luka tu wan la mije sama pi jan Sinko li sike e suno.
It's my brother's.;ni li ijo pi mije sama mi.
My brother is still sleeping.;mije sama mi li lape kin lon tenpo ni.
My brother is still sleeping.;tenpo ni la mije sama mi li lape kin.
My brother polished the silver.;mije sama mi li pana e suno tawa kiwen walo.
He and I are brothers.;mije ni en mi li jan sama.
What was in the box?;seme li lon poki?
I can teach you how to fish.;mi ken pana e sona pi alasa kala tawa sina.
Did you sleep in here?;sina lape lon tomo ni anu seme?
Tom has been in the bathroom for quite a while.;tenpo suli la jan Ton li lon tomo telo.
You said I should do that.;sina toki e ni: mi o pali e ni.
I don't think we'll ever know.;mi toki insa e ni: mi mute li sona e ni lon tenpo ala.
Tom wears a hat every day.;jan Ton li kepeken len lawa lon tenpo suno ali.
Tom wears a hat every day.;tenpo suno ali la jan Ton li kepeken len lawa.
I was a doctor.;tenpo pini la mi jan pi pona sijelo.
Tom chose the colors.;jan Ton li kama jo e kule pi wile ona.
I have to study now.;tenpo ni la mi wile kama sona.
I have to study now.;tenpo ni la mi o kama sona.
Tom and I are here to help you.;jan Ton en mi li lon ni tan ni: mi tu li pana e pona tawa sina.
We had known the painter before he became famous.;sinpin pi jan sitelen li kama suli la mi sona e ona.
What was the time of death?;moli li kama lon tenpo seme?
Tom saw somebody.;jan Ton li lukin e jan.
I told you I couldn't do it.;mi toki e ni tawa sina: mi ken ala pali e ni.
Mary spends hours in the bathroom.;jan Mewi li awen lon tomo telo lon tenpo pi suli mute.
Mary spends hours in the bathroom.;tenpo pi suli mute la jan Mewi li lon tomo telo.
Do you like this girl?;meli ni li pona tawa sina?
Extremely loud music interrupted their conversation.;kalama musi pi wawa mute li pini e toki pi ona mute.
Why are you still here?;sina lon ni kin tan seme?
Why are you still here?;tan seme la sina lon ni kin?
He went to Boston by car.;mije ni li tawa ma tomo Pasen kepeken tomo tawa.
No, we didn't bring anything.;ala. mi mute li kama, li jo e ala poka mi mute.
My prayer was answered.;sewi li kute e toki sewi mi.
Both his brothers are teachers.;mije sama tu pi mije ni li jan pi pana sona.
He differs from his brother.;mije ni li ante tan mije sama ona.
He grappled with his brother.;mije ni li utala e mije sama ona.
She has five older brothers.;meli ni li jo e mije sama luka. ni li suli. ona li lili.
She adores her elder brother.;meli ni li olin e mije sama ona. ni li suli. ona li lili.
She embraced her brother warmly.;meli ni li sike wawa e mije sama ona kepeken luka tu ona.
My mother has four brothers.;mama meli mi li jo e mije sama tu tu.
This boy is his brother.;mije lili ni li jan sama pi mije ni.
He's my younger brother.;mije ni li jan sama mi, li lili. mi suli.
His brother studies very hard.;mije sama pi mije ni li kama sona pi wawa mute.
His brother studies very hard.;mije sama pi mije ni li jan pi kama sona wawa mute.
My brother is a vet.;mije sama mi li jan pi pona sijelo soweli.
Your brother is very angry.;mije sama sina li pilin utala mute.
You are his brother, right?;sina mije sama pi mije ni anu seme?
My brother skips school often.;tenpo mute la mije sama mi li weka tan tomo sona.
My brother is a first-year student.;mije sama mi li jan pi kama sona, li lon tenpo sike nanpa wan.
Do you like your brother?;sina olin ala olin e mije sama sina?
Do you like your brother?;sina olin e mije sama sina anu seme?
I am calling my brother.;mi toki tawa mije sama mi kepeken ilo toki.
I am like my brother.;mi sama mije sama mi.
I am like my brother.;mije sama mi li sama mi.
Mohand is my half brother.;jan Mowan li mije sama mi. taso mama mi wan taso li mama ona.
My brother has no money.;mije sama mi li jo e mani ala.
You cannot hit your brother.;sina ken ala utala e mije sama sina.
I only have one brother.;mi jo e mije sama wan taso.
I want a little brother.;mi wile e mije sama lili.
I have a twin brother.;mi jo e mije sama. mi tu li kama tawa suno lon tenpo suno sama.
I have a twin brother.;mi jo e mije sama. mi tu li lon insa pi mama meli pi mi tu.
I have sisters.;mi jo e meli sama.
Both sisters are pretty.;meli sama tu li pona lukin.
George married my sister.;jan Sowe en meli sama mi li kama wan.
Ann has no sister.;jan Ana li jo ala e meli sama.
My sister likes sweets.;moku suwi li pona tawa meli sama mi.
I have another sister.;mi jo e meli sama sin.
My sister is married.;meli sama mi li jo e mije.
My sister is famous.;jan mute li sona e meli sama mi.
His sister looks young.;mi lukin e meli sama pi mije ni, la mi toki e ni: meli ni li lili.
He married my sister.;ona en meli sama mi li kama wan.
Is she your sister?;ona li meli sama sina anu seme?
How's your sister?;meli sama sina li pilin seme?
They are my sisters.;ona mute li meli sama mi.
I have one sister.;mi jo e meli sama wan.
My sister often cries.;tenpo mute la meli sama mi li pana e telo oko.
My sister often cries.;meli sama mi li pana e telo oko lon tenpo mute.
She's my sister.;ona li meli sama mi.
She's my sister.;meli ni li jan sama mi.
Both sisters are blondes.;meli sama tu li jo e linja jelo.
Where is your sister?;meli sama sina li lon seme?
I have no sisters.;mi jo e meli sama ala.
She has two sisters.;meli ni li jo e meli sama tu.
He has two sisters.;mije ni li jo e meli sama tu.
I have a sister.;mi jo e meli sama.
My sister loves sweets.;moku suwi li pona mute tawa meli sama mi.
Stop hitting your sister.;o pini e ni: sina utala e meli sama sina.
I'm your sister.;mi meli sama sina.
My sister hates me.;meli sama mi li olin ala e mi.
My sister started crying.;meli sama mi li open e pana pi telo oko.
Tom has three sisters.;jan Ton li jo e meli sama tu wan.
I hate my sister.;mi olin ala e meli sama mi.
Wait for your sister.;o awen tawa kama pi meli sama sina.
Both sisters are lawyers.;meli sama tu li jan pi nasin lawa.
Both sisters were there.;meli sama tu li lon ni.
She respected her sister.;meli ni li olin e meli sama ona.
She hit her sister.;meli ni li utala e meli sama ona.
We're really good.;mi mute li pona lon.
It's partly your fault.;lili la ni li tan sina.
Can you show me where I am on this map?;o lawa tawa mi lon sitelen ma ni.
Tom didn't change his plans.;jan Ton li ante ala e wile ona.
We're all stupid.;mi ali li sona e ala.
Tom is deaf in one ear.;jan Ton li kute ala kepeken kute wan.
Tom doesn't know Mary as well as I do.;jan Ton li sona ala e jan Mewi sama mi.
How long can you stay?;tenpo pi suli seme la sina ken awen?
Tom painted that.;jan Ton li sitelen e ni.
What would you like to hear?;sina wile kute e seme?
Who was that?;jan ni li jan seme?
Tom has a son.;jan Ton li mama pi mije lili.
I don't think it means anything.;mi pilin e ni: ona li suli ala.
This is where I grew up.;mi kama suli lon ma ni.
Tom is looking ill.;tawa lukin la jan Ton li ike sijelo.
Her sister looks young.;mi lukin e meli sama pi meli ni, la mi toki e ni: meli ni li lili.
She pinched her sister.;meli ni li utala e selo pi meli sama ona kepeken palisa luka.
They are not sisters.;ona mute li meli sama ala.
Tom has two sisters.;jan Ton li jo e meli sama tu.
She called her sister.;meli ni li kalama e nimi pi meli sama ona.
I know her sister.;mi sona e meli sama pi meli ni.
Is your sister here?;meli sama sina li lon ala lon ni?
Is your sister here?;meli sama sina li lon ni anu seme?
Your sister's sleeping.;meli sama sina li lape lon tenpo ni.
Your sister's sleeping.;tenpo ni la meli sama sina li lape.
Your sister is attractive.;meli sama sina li pona lukin.
Tom had three sisters.;tenpo pini la jan Ton li jo e meli sama tu wan.
Tom has no sisters.;jan Ton li jo e meli sama ala.
Tom has a sister.;jan Ton li jo e meli sama wan.
Tom loved his sister.;tenpo pini la jan Ton li olin e meli sama ona.
Tom loved his sister.;jan Ton li olin e meli sama ona lon tenpo pini.
My sister watches television.;meli sama mi li lukin e ilo pi sitelen tawa.
Tom followed Mary.;jan Ton li tawa poka jan Mewi.
That child is my sister.;jan lili ni li meli sama mi.
I never visit my sister.;tenpo ala la mi tawa tomo pi meli sama mi.
My sister's getting married.;meli sama mi en jan olin ona li kama wan.
Mary is Tom's sister.;jan Mewi li meli sama pi jan Ton.
Follow your sister's example.;o lukin e pali pi meli sama sina, o pali sama.
My sister showers every morning.;open pi tenpo suno ali la meli sama mi li telo e sijelo ona.
How's your sister today?;tenpo suno ni la meli sama sina li pilin seme?
I have a twin sister.;mi jo e meli sama. mama pi mi tu li mama pi mi tu lon tenpo sama.
My sister died last year.;meli sama mi li moli lon tenpo sike pini.
My sister died last year.;tenpo sike pini la meli sama mi li moli.
Do you like your sister?;sina olin ala olin e meli sama sina?
Do you like your sister?;sina olin e meli sama sina anu seme?
I am annoying my sister.;mi pali ike tawa meli sama mi.
My sister is bugging me.;meli sama mi li pali ike tawa mi.
My sister plays with dolls.;meli sama mi li musi poka sitelen jan lili.
I am like my sister.;mi sama meli sama mi.
Does your sister live there?;meli sama sina li awen ala awen lon ni?
Does your sister live there?;meli sama sina li awen lon ni anu seme?
Does your sister work there?;meli sama sina li pali ala pali lon ni?
Does your sister work there?;meli sama sina li pali lon ni anu seme?
Does your sister study there?;meli sama sina li kama sona ala sona lon ni?
Does your sister study there?;meli sama sina li kama sona lon ni anu seme?
Does your sister teach there?;meli sama sina li pana e sona lon ni anu seme?
This man loves my sister.;mije ni li olin e meli sama mi.
Her sister lives in Scotland.;meli sama pi meli ni li awen lon ma Sukosi.
His sisters are both beautiful.;meli sama tu pi mije ni li pona lukin.
"They call them ""the sisters.""";"jan li nimi e meli mute ni ""meli sama""."
She's my half-sister.;ona li meli sama mi. taso mama mi wan taso li mama ona.
How old is your sister?;tenpo mute seme la meli sama sina li sike e suno?
Mary isn't my sister.;jan Mewi li meli sama ala mi.
She's not my sister.;ona li meli sama ala mi.
You cannot hit your sister.;sina ken ala pakala e meli sama sina.
How did your sister die?;meli sama sina li moli lon nasin seme?
How did your sister die?;nasin seme la meli sama sina li moli?
The party is just beginning.;musi kulupu li open lon tenpo ni kin.
My sister is so annoying.;meli sama mi li pali e ijo ike mute tawa jan ali.
I'm Tom's sister.;mi meli sama pi jan Ton.
The sisters hate each other.;meli sama mute li olin ala e sama.
My sister stole my clothes.;meli sama mi li kama jo ike e len mi.
I love you, dear sister.;meli sama olin o, mi olin e sina.
I have three younger sisters.;mi jo e meli sama tu wan. ona li lili. mi suli.
My sister lied to me.;toki pi meli sama mi tawa mi li lon ala.
Mary and Alice are sisters.;jan Mewi en jan Lisa li meli sama.
The girl let the bird loose.;meli lili li ken e ni: waso li tawa weka.
Tom and his grandmother went to the bookstore.;jan Ton en mama mama meli ona li tawa tomo pi esun lipu.
Tom and his grandmother went to the bookstore.;jan Ton li tawa tomo pi esun lipu poka mama mama meli ona.
Who will look after your dog?;jan seme li lukin e soweli tomo sina?
He is not my father but my uncle.;ona li mama mije mi ala, li mama sama mi.
Tom seems to have disappeared.;ken la jan Ton li weka tan lukin.
Tom seems to have disappeared.;ken la jan Ton li weka tan oko.
He never speaks of the accident.;tenpo ala la mije ni li toki e pakala.
She is the happiest in her class.;meli ni li musi mute lon kulupu pi tomo sona. meli ante li musi lili.
I was up all night.;tenpo pimeja pini la mi awen poka ala lape.
Tom is a good father.;jan Ton li mama pona.
You are tall, but he is still taller.;sina suli. taso mije ni li suli mute kin.
How many cameras do you have?;sina jo e mute seme pi ilo sitelen kepeken suno?
I did it out of curiosity.;mi pali e ona tan ni: mi wile sona.
I did it out of curiosity.;mi pali e ni tan wile sona.
I don't want you to panic.;mi wile ala e ni: sina pilin monsuta wawa.
The doctor said it'll be necessary to operate.;jan pi pona sijelo li toki e ni: ona li wile kipisi e sijelo.
These shoes hurt me a little.;len pi noka anpa ni li pakala lili e noka anpa mi.
Tom can never remember how to spell my name.;tenpo ala la jan Ton li jo e sitelen pi nimi mi lon lawa ona.
My grandfather speaks very slowly.;mama mama mije mi li toki e nimi lili lon tenpo suli mute.
Tom is bickering with his wife.;jan Ton li utala toki poka meli ona.
I never thought I'd see your face again.;tenpo ala la mi pilin e ni: mi lukin sin e sinpin lawa sina.
I have the impression that he knows the secret.;mi toki e ni: mije ni li sona e kon.
He kept his hat on.;mije ni li awen kepeken len lawa ona.
Can you say that again?;sina ken ala ken toki e ni lon tenpo sin?
Can you say that again?;sina ken toki e ni lon tenpo sin anu seme?
I couldn't think of a good place to hide my money.;mi wile weka tan oko e mani mi. taso lon seme? mi ken sona ala e ni kin.
Tatoeba is culture.;lipu Tatowepa li pana e nasin jan.
He took his sister along.;mije ni li tawa poka meli sama ona.
She's Tom's sister.;ona li meli sama pi jan Ton.
I saw my sister there.;mi lukin e meli sama mi lon ni.
I saw my sister there.;ni la mi lukin e meli sama mi.
My sister will prepare breakfast.;meli sama mi li seli e moku lon open pi tenpo suno.
My sister has perfect vision.;meli sama mi li jo e oko pona ale.
My sister has perfect vision.;meli sama mi li jo e lukin pona ale.
My sister has a job.;meli sama mi li jo e pali.
My sister has long legs.;meli sama mi li jo e noka suli.
My sister resembles my mother.;meli sama mi li sama mama meli mi.
Both sisters are very beautiful.;meli sama tu li pona lukin a!
I have two older sisters.;mi jo e meli sama tu. ona li suli. mi lili.
How's your little sister?;meli sama lili sina li pilin seme?
He has three older sisters.;mije ni li jo e meli sama tu wan. ni li suli. ona li lili.
She's my older sister.;ona li meli sama mi, li suli. mi lili.
Do you have any sisters?;sina jo ala jo e meli sama mute?
Do you have any sisters?;sina jo e meli sama mute anu seme?
My sister shelled the beans.;meli sama mi li weka e selo kili.
My sister irons my pants.;meli sama mi li pona e selo pi len noka mi kepeken ilo kiwen seli.
Tom has three older sisters.;jan Ton li jo e meli sama tu wan, li lili. ona mute li suli.
I am your older sister.;mi meli sama sina. mi suli. sina lili.
Does your sister have children?;meli sama sina li jo ala jo e jan lili?
Does your sister have children?;meli sama sina li jo e jan lili anu seme?
You are not my sister.;sina meli sama mi ala.
My sister has a dog.;meli sama mi li jo e soweli tomo.
Tom has three younger sisters.;jan Ton li jo e meli sama tu wan. ni li lili. ona li suli.
Do you love my sister?;sina olin ala olin e meli sama mi?
Do you love my sister?;sina olin e meli sama mi anu seme?
My younger sister is famous.;meli sama mi li lili. mi suli. jan mute li sona e ona.
My sister is a nurse.;meli sama mi li pali lon tomo pi pona sijelo. ona li pana e pona tawa jan pi pona sijelo.
Tom made his sister cry.;jan Ton li pali e ni: meli sama ona li pana e telo oko.
You made your sister cry!;sina pali e ni: meli sama sina li pana e telo oko a!
Interlingua has five older sisters.;toki Intelinwa li jo e toki sama luka. ni li suli. ona li lili.
Mary is my older sister.;jan Mewi li meli sama mi. ona li suli. mi lili.
My sister is a teacher.;meli sama mi li jan pi pana sona.
Thomas has a half-sister.;jan Ton li jo e meli sama. taso mama ona wan taso li mama pi jan ni.
Go and help your sister.;o tawa, o pana e pona tawa meli sama sina.
You look like my sister.;sina sama meli sama mi.
Artemis is Apollo's sister.;sewi Watemi li meli sama pi sewi Apolon.
He's Hungarian.;mije ni li jan Mosijo.
This will be a great opportunity.;ni li tenpo pi pona mute.
I hid in the woods all day.;tenpo suno ale la mi weka tan lukin. mi lon ma kasi suli.
This sentence has no authors.;jan ala li lawa e sitelen ni.
While you're young, you should travel.;sina lili kin. sina o tawa a!
Tom has a half-sister.;jan Ton li jo e meli sama. taso mama wan pi jan ni li mama ala pi jan Ton.
Jihan and Apita are sisters.;jan Sikan en jan Apita li meli sama.
My sister likes to dance.;meli sama mi li olin e tawa musi.
My sister likes to dance.;tawa musi li pona tawa meli sama mi.
The sisters look like each other.;meli sama mute li sama sama.
This dictionary is my sister's.;lipu ni li ijo pi meli sama mi.
That is my sister's camera.;ni li ilo pi sitelen suno. meli sama mi li jo e ona.
That pretty girl is my sister.;meli ni li pona lukin, li jan sama mi.
How many sisters do you have?;sina jo e mute seme pi meli sama?
Your sister can not speak English.;meli sama sina li ken ala toki lon toki Inli.
Your sister can not speak English.;meli sama sina li toki ala kepeken toki Inli.
Today is my sister's birthday.;tenpo suno ni la sike suno sin pi meli sama mi li pini.
My sister sometimes makes our dinner.;tenpo mute la meli sama mi li seli e moku pi tenpo pimeja tawa mi mute.
My sister has a nice piano.;meli sama mi li jo e ilo nena pi kalama musi. ona li pona mute.
My sister is crazy about tennis.;meli sama mi li olin e musi pi ilo luka linja.
My sister was a beautiful woman.;tenpo pini la meli sama mi li meli pi pona lukin mute.
He knows how to repair computers.;ona li sona pona e ilo sona.
Maybe you shouldn't tell me.;ken la ni li pona ala: sina toki tawa mi.
You're frightening me.;sina monsuta e mi.
She's like a tigress.;meli ni li sama soweli wawa pi ma kasi suli.
A little bird told me.;waso lili li toki tawa mi.
There are no birds in this forest.;jan li ken ala lukin e waso lon ma kasi suli ni.
Do it with me.;o pali e ni lon poka mi.
It's weird isn't it?;ni li nasa mute anu seme?
My sister is playing with dolls.;meli sama mi li musi kepeken sitelen jan lili.
I have eight brothers and sisters.;mi jo e jan sama luka tu wan.
My sister is shorter than you.;meli sama mi li lili. sina suli.
My sister is a good swimmer.;meli sama mi li tawa pona lon telo.
My sister goes to a university.;meli sama mi li tawa tomo sona sewi.
My sister became a college student.;meli sama mi li kama jan pi kama sona lon tomo sona sewi.
My sister is engaged to him.;meli sama mi en mije ni li toki e ni: ona tu li kama wan.
My sister usually walks to school.;tenpo mute la meli sama mi li tawa tomo sona kepeken noka.
My sister's name is Patricia.;nimi pi meli sama mi li Patuwisija.
My sister isn't studying now.;tenpo ni la meli sama mi li kama sona ala.
My sister isn't studying now.;meli sama mi li kama sona ala lon tenpo ni.
My sister went to Kobe yesterday.;tenpo suno pini la meli sama mi li tawa ma Kope.
My sister went to Kobe yesterday.;meli sama mi li tawa ma Kope lon tenpo suno pini.
I gave my sister a dictionary.;mi pana e lipu nimi tawa meli sama mi.
I gave my sister a doll.;mi pana e sitelen jan lili tawa meli sama mi.
I left earlier than my sister.;mi tawa weka. taso meli sama mi li awen kin.
I met his sister last week.;tenpo esun pini la mi sona e meli sama pi mije ni.
I met his sister last week.;mi sona e meli sama pi mije ni lon tenpo esun pini.
His sister is a real beauty.;meli sama pi mije ni li pona lukin a!
He was married to her sister.;tenpo pini la mije ni en meli sama pi meli ni li wan.
He was married to her sister.;mije ni en meli sama pi meli ni li wan lon tenpo pini.
He made it for his sister.;ona li pali e ni tawa meli sama ona.
I like her sister very much.;mi olin wawa e meli sama pi meli ni.
I thought you were a ghost.;mi toki e ni: sina jan kon.
I only speak French.;mi toki lon toki Kanse taso.
I only speak French.;mi toki kepeken toki Kanse taso.
Tom told Mary the secret.;jan Ton li toki e kon tawa jan Mewi.
Mary named her dog Rex.;jan Mewi li pana e nimi Wesi tawa soweli tomo ona.
Go back to bed.;o tawa sin supa lape.
Thank you all for being here.;sina ali li lon ni. pona!
She seems short beside her sister.;mi lukin e meli ni poka meli sama ona, la mi toki e ni: meli ni li lili.
She mistook me for my sister.;meli ni li lukin e mi, li toki e ni: mi meli sama mi.
She calls her sister Mina-chan.;meli ni li pana e nimi Minasan tawa meli sama ona.
What are you hinting at?;sina wile toki e seme kepeken ni?
Everyone left, except for us.;ali weka mi mute li tawa weka.
I work afternoons.;mi pali lon wan nanpa tu pi tenpo suno.
We leave tomorrow afternoon.;mi mute li tawa weka lon sinpin pi tenpo pimeja kama.
She died yesterday afternoon.;meli ni li moli lon sinpin pi tenpo pimeja pini.
She died yesterday afternoon.;sinpin pi tenpo pimeja pini la meli ni li moli.
It rained this afternoon.;telo li kama lon sinpin pi tenpo pimeja ni.
It rained this afternoon.;sinpin pi tenpo pimeja ni la telo li kama.
Call me this afternoon.;o toki tawa mi kepeken ilo toki lon sinpin pi tenpo pimeja ni.
Call me this afternoon.;sinpin pi tenpo pimeja ni la o toki tawa mi kepeken ilo toki.
I begin this afternoon.;mi open lon sinpin pi tenpo pimeja ni.
I begin this afternoon.;sinpin pi tenpo pimeja ni la mi open.
See you tomorrow afternoon.;mi lukin e sina lon sinpin pi tenpo pimeja kama.
I arrived this afternoon.;mi kama lon sinpin pi tenpo pimeja ni.
I arrived this afternoon.;sinpin pi tenpo pimeja ni la mi kama.
Ken is busy this afternoon.;jan Ken li pali lon sinpin pi tenpo pimeja ni.
Ken is busy this afternoon.;sinpin pi tenpo pimeja ni la jan Ken li pali.
Will it rain this afternoon?;telo li kama ala kama lon sinpin pi tenpo pimeja ni?
Will it rain this afternoon?;telo li kama lon sinpin pi tenpo pimeja ni anu seme?
Are you free this afternoon?;sina jo ala jo e tenpo lon sinpin pi tenpo pimeja ni?
Are you free this afternoon?;sina jo e tenpo lon sinpin pi tenpo pimeja ni anu seme?
We were studying all afternoon.;mi mute li kama sona lon sinpin pi tenpo pimeja ale.
We were studying all afternoon.;sinpin pi tenpo pimeja ale la mi mute li kama sona.
I am free this afternoon.;mi jo e tenpo lon sinpin pi tenpo pimeja ni.
I am free this afternoon.;sinpin pi tenpo pimeja ni la mi jo e tenpo.
He was busy yesterday afternoon.;mije ni li pali lon sinpin pi tenpo pimeja pini.
He was busy yesterday afternoon.;sinpin pi tenpo pimeja pini la mije ni li pali.
He will come this afternoon.;mije ni li kama lon sinpin pi tenpo pimeja ni.
He will come this afternoon.;sinpin pi tenpo pimeja ni la mije ni li kama.
He may come tomorrow afternoon.;ken la mije ni li kama lon sinpin pi tenpo pimeja kama.
They study in the afternoon.;ona mute li kama sona lon sinpin pi tenpo pimeja.
She spent all afternoon cooking.;meli ni li seli lon sinpin pi tenpo pimeja ni ale.
House is an easy word.;"nimi ""tomo"" li nimi pi pona pali."
The story was true.;toki ni li lon.
Tom frequently thought of Mary.;jan Ton li toki wawa e jan Mewi.
She came to see us yesterday.;meli ni li kama tawa tomo pi mi mute lon tenpo suno pini.
She came to see us yesterday.;tenpo suno pini la meli ni li kama tawa tomo pi mi mute.
Let's meet this afternoon.;mi tu o lukin e sama lon sinpin pi tenpo pimeja ni.
Tom helped Mary yesterday afternoon.;jan Ton li pana e pona tawa jan Mewi lon sinpin pi tenpo pimeja pini.
Tom chopped firewood all afternoon.;jan Ton li kipisi e kasi seli lon sinpin pi tenpo pimeja ale.
She passed away yesterday afternoon.;meli ni li moli lon sinpin pi tenpo pimeja pini.
I donated blood this afternoon.;mi pana e telo loje sijelo lon sinpin pi tenpo pimeja ni.
Did you sleep yesterday afternoon?;sina lape ala lape lon sinpin pi tenpo pimeja pini?
